date,region,state_po,candidate,party,voteshare,candidatevotes,totalvotes,ev,version
11/3/2020,North Dakota,ND,Biden,democrat,31.7567623590801,,,,20210113
11/3/2020,North Dakota,ND,Jorgensen,libertarian,2.59604940591843,,,,20210113
11/3/2020,North Dakota,ND,Write-In,,0.533139497925758,,,,20210113
11/3/2020,Ohio,OH,Trump,republican,53.2713001008746,,,,20210113
11/3/2020,Ohio,OH,Biden,democrat,45.239338340705,,,,20210113
11/3/2020,Ohio,OH,Jorgensen,libertarian,1.14094385838241,,,,20210113
11/3/2020,Ohio,OH,Boddie,independent,0.000050656833387311,,,,20210113
11/3/2020,Ohio,OH,Carroll,american solidarity party,0.0244841361372003,,,,20210113
11/3/2020,Ohio,OH,Hawkins,green,0.317652116560698,,,,20210113
11/3/2020,Ohio,OH,Hoefling,,0.00192495966871782,,,,20210113
11/3/2020,Ohio,OH,Hunter,,0.000455911500485799,,,,20210113
11/3/2020,Ohio,OH,Simmons,becoming one nation,0.00357974955936998,,,,20210113
11/3/2020,Ohio,OH,Wells,independent,0.000270169778065659,,,,20210113
11/3/2020,Oklahoma,OK,Trump,republican,65.373271848063,,,,20210113
11/3/2020,Oklahoma,OK,Biden,democrat,32.2861743359866,,,,20210113
11/3/2020,Oklahoma,OK,Jorgensen,libertarian,1.58461048542993,,,,20210113
11/3/2020,Oklahoma,OK,Simmons,independent,0.234125862834538,,,,20210113
11/3/2020,Oklahoma,OK,West,independent,0.358621361325919,,,,20210113
11/3/2020,Oklahoma,OK,Pierce,independent,0.163196106360035,,,,20210113
11/3/2020,Oregon,OR,Trump,republican,40.3672460463434,,,,20210113
11/3/2020,Oregon,OR,Biden,democrat,56.4533186540489,,,,20210113
11/3/2020,Oregon,OR,Jorgensen,libertarian,1.75132174630136,,,,20210113
11/3/2020,Oregon,OR,Hawkins,pacific green,0.498289826859974,,,,20210113
11/3/2020,Oregon,OR,Hunter,progressive party,0.2100811137163,,,,20210113
11/3/2020,Oregon,OR,Write-In,,0.719742612730124,,,,20210113
11/3/2020,Pennsylvania,PA,Trump,republican,48.8436120401725,,,,20210113
11/3/2020,Pennsylvania,PA,Biden,democrat,50.0084956754481,,,,20210113
11/3/2020,Pennsylvania,PA,Jorgensen,libertarian,1.1478922843794,,,,20210113
11/3/2020,Rhode Island,RI,Biden,democrat,59.3880913246948,,,,20210113
11/3/2020,Rhode Island,RI,Trump,republican,38.6130945598032,,,,20210113
11/3/2020,Rhode Island,RI,Jorgensen,libertarian,0.97594045082925,,,,20210113
11/3/2020,Rhode Island,RI,Write-In,,0.532875460882229,,,,20210113
11/3/2020,Rhode Island,RI,De La Fuente,alliance,0.178268956286443,,,,20210113
11/3/2020,Rhode Island,RI,La Riva,party for socialism and liberation,0.163590255660474,,,,20210113
11/3/2020,Rhode Island,RI,Carroll,american solidarity party,0.148138991843664,,,,20210113
11/3/2020,South Carolina,SC,Hawkins,green,0.274814797426043,,,,20210113
11/3/2020,South Carolina,SC,Trump,republican,55.1102939567402,,,,20210113
11/3/2020,South Carolina,SC,De La Fuente,alliance,0.0740850083693778,,,,20210113
11/3/2020,South Carolina,SC,Jorgensen,libertarian,1.11071809540255,,,,20210113
11/3/2020,South Carolina,SC,Biden,democrat,43.4300881420618,,,,20210113
11/3/2020,South Dakota,SD,Trump,republican,61.7693896722502,,,,20210113
11/3/2020,South Dakota,SD,Biden,democrat,35.6052521361353,,,,20210113
11/3/2020,South Dakota,SD,Jorgensen,libertarian,2.62535819161447,,,,20210113
11/3/2020,Tennessee,TN,Trump,republican,60.6602941662838,,,,20210113
11/3/2020,Tennessee,TN,Biden,democrat,37.4514342710237,,,,20210113
11/3/2020,Tennessee,TN,Blankenship,independent,0.175679821969048,,,,20210113
11/3/2020,Tennessee,TN,De La Fuente,independent,0.0609067043546001,,,,20210113
11/3/2020,Tennessee,TN,Hawkins,independent,0.148828479189063,,,,20210113
11/3/2020,Tennessee,TN,Jorgensen,independent,0.978338497850746,,,,20210113
11/3/2020,Tennessee,TN,Kennedy,independent,0.0843525109771236,,,,20210113
11/3/2020,Tennessee,TN,La Riva,independent,0.075347487483836,,,,20210113
11/3/2020,Tennessee,TN,West,independent,0.336591405409105,,,,20210113
11/3/2020,Tennessee,TN,Boddie,independent,0.0000327455399755915,,,,20210113
11/3/2020,Tennessee,TN,Carroll,american solidarity party,0.0249521014614007,,,,20210113
11/3/2020,Tennessee,TN,Hoefling,,0.00101511173924334,,,,20210113
11/3/2020,Tennessee,TN,Simmons,becoming one nation,0.00222669671834022,,,,20210113
11/3/2020,Texas,TX,Trump,republican,52.0576036035526,,,,20210113
11/3/2020,Texas,TX,Biden,democrat,46.4790099138705,,,,20210113
11/3/2020,Texas,TX,Jorgensen,libertarian,1.11570813259784,,,,20210113
11/3/2020,Texas,TX,Hawkins,green,0.295146572849485,,,,20210113
11/3/2020,Texas,TX,Boddie,independent,0.0177816176959266,,,,20210113
11/3/2020,Texas,TX,Carroll,american solidarity party,0.0246132233017671,,,,20210113
11/3/2020,Texas,TX,Cella,independent,0.00181174534178178,,,,20210113
11/3/2020,Texas,TX,Cuellar,,0.000433051325596621,,,,20210113
11/3/2020,Texas,TX,Hoefling,,0.00297833258624615,,,,20210113
11/3/2020,Texas,TX,La Riva,party for socialism and liberation,0.00309322375426158,,,,20210113
11/3/2020,Texas,TX,Loeb,,0.000318160157581191,,,,20210113
11/3/2020,Texas,TX,Morrow,,0.000494915800681853,,,,20210113
11/3/2020,Texas,TX,Wells,independent,0.00100750716567377,,,,20210113
11/3/2020,Utah,UT,Pierce,independent,0.176242651796795,,,,20210113
11/3/2020,Utah,UT,West,the birthday party,0.484650494628395,,,,20210113
11/3/2020,Utah,UT,Biden,democrat,37.6460485833061,,,,20210113
11/3/2020,Utah,UT,Blankenship,constitution party,0.372978635197868,,,,20210113
11/3/2020,Utah,UT,Jorgensen,libertarian,2.58330203340883,,,,20210113
11/3/2020,Utah,UT,Mchugh,,0.149769298839137,,,,20210113
11/3/2020,Utah,UT,Hawkins,green,0.339517392119407,,,,20210113
11/3/2020,Utah,UT,La Riva,party for socialism and liberation,0.0765308350730268,,,,20210113
11/3/2020,Utah,UT,Trump,republican,58.1298390299196,,,,20210113
11/3/2020,Utah,UT,Carroll,american solidarity party,0.0247263804274573,,,,20210113
11/3/2020,Utah,UT,Hoefling,,0.00342675380924001,,,,20210113
11/3/2020,Utah,UT,Simmons,becoming one nation,0.0124975727160518,,,,20210113
11/3/2020,Utah,UT,Forbes,,0.0000671912511615688,,,,20210113
11/3/2020,Utah,UT,Boddie,independent,0.000403147506969413,,,,20210113
11/3/2020,Vermont,VT,Biden,democrat,66.086416930664,,,,20210113
11/3/2020,Vermont,VT,Trump,republican,30.6737646559326,,,,20210113
11/3/2020,Vermont,VT,Jorgensen,libertarian,0.981961091696877,,,,20210113
11/3/2020,Vermont,VT,Hawkins,green,0.356532436286837,,,,20210113
11/3/2020,Vermont,VT,West,independent,0.345373787517554,,,,20210113
11/3/2020,Vermont,VT,Paige,grumpy old patriots,0.319790543997736,,,,20210113
11/3/2020,Vermont,VT,Lafontaine,independent,0.232970813329414,,,,20210113
11/3/2020,Vermont,VT,Duncan,independent,0.0579705411672491,,,,20210113
11/3/2020,Vermont,VT,Carroll,american solidarity,0.0568818925068313,,,,20210113
11/3/2020,Vermont,VT,Blankenship,constitution,0.0566097303417268,,,,20210113
11/3/2020,Vermont,VT,Kennedy,socialist workers,0.0530716221953689,,,,20210113
11/3/2020,Vermont,VT,La Riva,liberty union,0.0451789194073397,,,,20210113
11/3/2020,Vermont,VT,Swing,boiling frog,0.0383748652797283,,,,20210113
11/3/2020,Vermont,VT,Collins,prohibition,0.0372862166193104,,,,20210113
11/3/2020,Vermont,VT,Mccormic,bull moose,0.0342924328031614,,,,20210113
11/3/2020,Vermont,VT,Pierce,unaffiliated,0.0272162165104456,,,,20210113
11/3/2020,Vermont,VT,Segal,bread and roses,0.0176905407317896,,,,20210113
11/3/2020,Vermont,VT,Huber,approval voting,0.0146967569156406,,,,20210113
11/3/2020,Vermont,VT,Kopitke,independent,0.0144245947505362,,,,20210113
11/3/2020,Vermont,VT,De La Fuente,alliance,0.0130637839250139,,,,20210113
11/3/2020,Vermont,VT,Write-In,,0.528538924632853,,,,20210113
11/3/2020,Vermont,VT,Scalf,independent,0.00789270278802922,,,,20210113
11/3/2020,Virginia,VA,Biden,democrat,54.1095171778024,,,,20210113
11/3/2020,Virginia,VA,Trump,republican,43.9955036672821,,,,20210113
11/3/2020,Virginia,VA,Jorgensen,libertarian,1.45186978032177,,,,20210113
11/3/2020,Virginia,VA,Write-In,,0.443109374593658,,,,20210113
11/3/2020,Washington,WA,Biden,democrat,57.9703011353031,,,,20210113
11/3/2020,Washington,WA,Trump,republican,38.7669777433433,,,,20210113
11/3/2020,Washington,WA,Jorgensen,libertarian,1.96935584449771,,,,20210113
11/3/2020,Washington,WA,Hawkins,green,0.447422969441224,,,,20210113
11/3/2020,Washington,WA,La Riva,party for socialism and liberation,0.11840599114744,,,,20210113
11/3/2020,Washington,WA,Kennedy,socialist workers party,0.0608420867734881,,,,20210113
11/3/2020,Washington,WA,Write-In,,0.666694229493807,,,,20210113
11/3/2020,West Virginia,WV,Biden,democrat,29.6965212445196,,,,20210113
11/3/2020,West Virginia,WV,Trump,republican,68.6315519246161,,,,20210113
11/3/2020,West Virginia,WV,Jorgensen,libertarian,1.34486542536859,,,,20210113
11/3/2020,West Virginia,WV,Hawkins,green,0.327061405495739,,,,20210113
11/3/2020,Wisconsin,WI,Biden,democrat,49.4495368614277,,,,20210113
11/3/2020,Wisconsin,WI,Trump,republican,48.8224373196088,,,,20210113
11/3/2020,Wisconsin,WI,Blankenship,constitution party,0.156032020220488,,,,20210113
11/3/2020,Wisconsin,WI,Jorgensen,independent,1.16708676453689,,,,20210113
11/3/2020,Wisconsin,WI,Carroll,american solidarity party,0.159458296606986,,,,20210113
11/3/2020,Wisconsin,WI,Wells,independent,0.00075802574922507,,,,20210113
11/3/2020,Wisconsin,WI,Simmons,becoming one nation,0.0010915570788841,,,,20210113
11/3/2020,Wisconsin,WI,Boddie,independent,0.000151605149845014,,,,20210113
11/3/2020,Wisconsin,WI,Hawkins,green,0.0330196016362441,,,,20210113
11/3/2020,Wisconsin,WI,La Riva,party for socialism and liberation,0.00333531329659031,,,,20210113
11/3/2020,Wisconsin,WI,West,the birthday party,0.0124619433172602,,,,20210113
11/3/2020,Wisconsin,WI,Charles,independent,0.00157669355838815,,,,20210113
11/3/2020,Wisconsin,WI,Write-In,,0.193053997812641,,,,20210113
11/3/2020,Wyoming,WY,Biden,democrat,26.5535743320145,,,,20210113
11/3/2020,Wyoming,WY,Trump,republican,69.9362274854118,,,,20210113
11/3/2020,Wyoming,WY,Jorgensen,libertarian,2.08407855039474,,,,20210113
11/3/2020,Wyoming,WY,Pierce,independent,0.797788737737792,,,,20210113
11/3/2020,Wyoming,WY,Write-In,,0.628330894441132,,,,20210113
11/3/2020,National Popular Vote,NPV,Biden,democrat,51.31151526,,,,20210915
11/3/2020,National Popular Vote,NPV,Trump,republican,46.85854237,,,,20210915
11/3/2020,National Popular Vote,NPV,Jorgensen,libertarian,1.177979488,,,,20210915
11/3/2020,National Popular Vote,NPV,Hawkins,green,0.2557307094,,,,20210915
11/5/2024,Alaska,AK,Harris,democratic,41.40612756041954,140026,338177,,JJCooley
11/5/2024,Alaska,AK,Stein,green,0.6925367485074384,2342,338177,,JJCooley
11/5/2024,Alaska,AK,Sonski,independent,0.2075836026696079,702,338177,,JJCooley
11/5/2024,Alaska,AK,Terry,independent,0.24011094781726727,812,338177,,JJCooley
11/5/2024,Alaska,AK,West,independent,0.3332574361946555,1127,338177,,JJCooley
11/5/2024,Alaska,AK,Kennedy,independent,1.676636790792987,5670,338177,,JJCooley
11/5/2024,Alaska,AK,Oliver,libertarian,0.8989375386262224,3040,338177,,JJCooley
11/5/2024,Alaska,AK,Trump,republican,54.54480937497228,184458,338177,,JJCooley
11/5/2024,Alabama,AL,Harris,democratic,34.10072005968858,772412,2265090,,JJCooley
11/5/2024,Alabama,AL,Stein,green,0.1906767501512081,4319,2265090,,JJCooley
11/5/2024,Alabama,AL,Oliver,independent,0.21765139575027925,4930,2265090,,JJCooley
11/5/2024,Alabama,AL,Kennedy,independent,0.5330914003417082,12075,2265090,,JJCooley
11/5/2024,Alabama,AL,Trump,republican,64.57209205815222,1462616,2265090,,JJCooley
11/5/2024,Arkansas,AR,Harris,democratic,33.55990989924544,396905,1182676,,JJCooley
11/5/2024,Arkansas,AR,Stein,green,0.36146839878377507,4275,1182676,,JJCooley
11/5/2024,Arkansas,AR,Kennedy,independent,1.1207634212582314,13255,1182676,,JJCooley
11/5/2024,Arkansas,AR,Oliver,libertarian,0.48322617521620465,5715,1182676,,JJCooley
11/5/2024,Arkansas,AR,Trump,republican,64.19687217800987,759241,1182676,,JJCooley
11/5/2024,Arizona,AZ,Harris,democratic,46.689817976196416,1582860,3390161,,JJCooley
11/5/2024,Arizona,AZ,Stein,green,0.5403578178145522,18319,3390161,,JJCooley
11/5/2024,Arizona,AZ,Oliver,libertarian,0.5279395285356654,17898,3390161,,JJCooley
11/5/2024,Arizona,AZ,Trump,republican,52.2170480988956,1770242,3390161,,JJCooley
11/5/2024,California,CA,Harris,democratic,58.467704244593996,9276179,15865475,,JJCooley
11/5/2024,California,CA,Stein,green,1.0577307014129738,167814,15865475,,JJCooley
11/5/2024,California,CA,Kennedy,independent,1.2457553272120752,197645,15865475,,JJCooley
11/5/2024,California,CA,Oliver,libertarian,0.42017021236363866,66662,15865475,,JJCooley
11/5/2024,California,CA,Trump,republican,38.33290210346681,6081697,15865475,,JJCooley
11/5/2024,Colorado,CO,Harris,democratic,54.12768636392822,1728159,3192745,,JJCooley
11/5/2024,Colorado,CO,Stein,green,0.5432316079110608,17344,3192745,,JJCooley
11/5/2024,Colorado,CO,West,independent,0.16127188359859618,5149,3192745,,JJCooley
11/5/2024,Colorado,CO,Kennedy,independent,1.1157483607366074,35623,3192745,,JJCooley
11/5/2024,Colorado,CO,Oliver,libertarian,0.6714911463333276,21439,3192745,,JJCooley
11/5/2024,Colorado,CO,Trump,republican,43.14284416700989,1377441,3192745,,JJCooley
11/5/2024,Connecticut,CT,Harris,democratic,56.398371811416645,992053,1759010,,JJCooley
11/5/2024,Connecticut,CT,Stein,green,0.8118771354341362,14281,1759010,,JJCooley
11/5/2024,Connecticut,CT,Kennedy,independent,0.4802701519604778,8448,1759010,,JJCooley
11/5/2024,Connecticut,CT,Oliver,libertarian,0.3825447268634061,6729,1759010,,JJCooley
11/5/2024,Connecticut,CT,Trump,republican,41.89390623134604,736918,1759010,,JJCooley
11/5/2024,District of Columbia,DC,Harris,democratic,90.27707452994915,294185,325869,,JJCooley
11/5/2024,District of Columbia,DC,Kennedy,independent,0.8524898041851173,2778,325869,,JJCooley
11/5/2024,District of Columbia,DC,Trump,republican,6.467629630311567,21076,325869,,JJCooley
11/5/2024,Delaware,DE,Harris,democratic,56.49273169666531,289758,512912,,JJCooley
11/5/2024,Delaware,DE,Kennedy,independent,0.9038587515987148,4636,512912,,JJCooley
11/5/2024,Delaware,DE,Oliver,libertarian,0.3973391147019372,2038,512912,,JJCooley
11/5/2024,Delaware,DE,Trump,republican,41.790989487475436,214351,512912,,JJCooley
11/5/2024,Florida,FL,Harris,democratic,42.98829273881029,4683038,10893752,,JJCooley
11/5/2024,Florida,FL,Stein,green,0.3961445055844855,43155,10893752,,JJCooley
11/5/2024,Florida,FL,Oliver,libertarian,0.2934893322337428,31972,10893752,,JJCooley
11/5/2024,Florida,FL,Trump,republican,56.08834311631108,6110125,10893752,,JJCooley
11/5/2024,Georgia,GA,Harris,democratic,48.52529230675474,2548017,5250905,,JJCooley
11/5/2024,Georgia,GA,Stein,green,0.3471592039848369,18229,5250905,,JJCooley
11/5/2024,Georgia,GA,Oliver,libertarian,0.3939130492743632,20684,5250905,,JJCooley
11/5/2024,Georgia,GA,Trump,republican,50.71729539955493,2663117,5250905,,JJCooley
11/5/2024,Hawaii,HI,Harris,democratic,60.58513531036325,313044,516701,,JJCooley
11/5/2024,Hawaii,HI,Stein,green,0.849040354092599,4387,516701,,JJCooley
11/5/2024,Hawaii,HI,Oliver,libertarian,0.528932593511528,2733,516701,,JJCooley
11/5/2024,Hawaii,HI,Trump,republican,37.480283568253206,193661,516701,,JJCooley
11/5/2024,Iowa,IA,Harris,democratic,42.5173098263547,707278,1663506,,JJCooley
11/5/2024,Iowa,IA,Kennedy,independent,0.7888159104926583,13122,1663506,,JJCooley
11/5/2024,Iowa,IA,Oliver,libertarian,0.43390285337113305,7218,1663506,,JJCooley
11/5/2024,Iowa,IA,Trump,republican,55.72682034209675,927019,1663506,,JJCooley
11/5/2024,Idaho,ID,Harris,democratic,30.381867139272504,274972,905053,,JJCooley
11/5/2024,Idaho,ID,Stein,green,0.32848904981255245,2973,905053,,JJCooley
11/5/2024,Idaho,ID,Kennedy,independent,1.4156077047421531,12812,905053,,JJCooley
11/5/2024,Idaho,ID,Oliver,libertarian,0.4930098016359263,4462,905053,,JJCooley
11/5/2024,Idaho,ID,Trump,republican,66.87409466627922,605246,905053,,JJCooley
11/5/2024,Illinois,IL,Harris,democratic,54.37057431598829,3062863,5633310,,JJCooley
11/5/2024,Illinois,IL,Kennedy,independent,1.4276863868666911,80426,5633310,,JJCooley
11/5/2024,Illinois,IL,Trump,republican,43.474955221708015,2449079,5633310,,JJCooley
11/5/2024,Indiana,IN,Harris,democratic,39.62311823874399,1163603,2936677,,JJCooley
11/5/2024,Indiana,IN,Kennedy,independent,0.9985776440514228,29325,2936677,,JJCooley
11/5/2024,Indiana,IN,Oliver,libertarian,0.6955140112446823,20425,2936677,,JJCooley
11/5/2024,Indiana,IN,Trump,republican,58.58141702339073,1720347,2936677,,JJCooley
11/5/2024,Kansas,KS,Harris,democratic,41.04072715166041,544853,1327591,,JJCooley
11/5/2024,Kansas,KS,Kennedy,independent,1.2294449118742143,16322,1327591,,JJCooley
11/5/2024,Kansas,KS,Oliver,libertarian,0.5735200072914022,7614,1327591,,JJCooley
11/5/2024,Kansas,KS,Trump,republican,57.15630792917396,758802,1327591,,JJCooley
11/5/2024,Kentucky,KY,Harris,democratic,33.937470173967114,704043,2074530,,JJCooley
11/5/2024,Kentucky,KY,Stein,green,0.36470911483564955,7566,2074530,,JJCooley
11/5/2024,Kentucky,KY,Kennedy,independent,0.8083276693998158,16769,2074530,,JJCooley
11/5/2024,Kentucky,KY,Oliver,libertarian,0.3095640940357575,6422,2074530,,JJCooley
11/5/2024,Kentucky,KY,Trump,republican,64.47214549801642,1337494,2074530,,JJCooley
11/5/2024,Louisiana,LA,Harris,democratic,38.21024178178602,766870,2006975,,JJCooley
11/5/2024,Louisiana,LA,Stein,green,0.355659637015907,7138,2006975,,JJCooley
11/5/2024,Louisiana,LA,West,independent,0.13069420396367668,2623,2006975,,JJCooley
11/5/2024,Louisiana,LA,Kennedy,independent,0.33089600019930493,6641,2006975,,JJCooley
11/5/2024,Louisiana,LA,Oliver,libertarian,0.34056228901705304,6835,2006975,,JJCooley
11/5/2024,Louisiana,LA,Trump,republican,60.21524931800346,1208505,2006975,,JJCooley
11/5/2024,Massachusetts,MA,Harris,democratic,61.218228109306935,2126518,3473668,,JJCooley
11/5/2024,Massachusetts,MA,Stein,green,0.7641778085873492,26545,3473668,,JJCooley
11/5/2024,Massachusetts,MA,Oliver,libertarian,0.5105554128949572,17735,3473668,,JJCooley
11/5/2024,Massachusetts,MA,Trump,republican,36.02252719603601,1251303,3473668,,JJCooley
11/5/2024,Maryland,MD,Harris,democratic,62.61892176720066,1902577,3038342,,JJCooley
11/5/2024,Maryland,MD,Stein,green,1.0905289792919954,33134,3038342,,JJCooley
11/5/2024,Maryland,MD,Kennedy,independent,0.9485107338146923,28819,3038342,,JJCooley
11/5/2024,Maryland,MD,Oliver,libertarian,0.5124505404592373,15570,3038342,,JJCooley
11/5/2024,Maryland,MD,Trump,republican,34.08273328019031,1035550,3038342,,JJCooley
11/5/2024,Maine,ME-AL,Harris,democratic,52.401383250639,435652,831375,,JJCooley
11/5/2024,Maine,ME-AL,Stein,green,1.078574650428507,8967,831375,,JJCooley
11/5/2024,Maine,ME-AL,West,independent,0.35026311832807094,2912,831375,,JJCooley
11/5/2024,Maine,ME-AL,Oliver,libertarian,0.6358141632837168,5286,831375,,JJCooley
11/5/2024,Maine,ME-AL,Trump,republican,45.464080589385055,377977,831375,,JJCooley
11/5/2024,Maine 1st CD,ME-D1,Harris,democratic,59.502909397039346,256570,431189,,JJCooley
11/5/2024,Maine 1st CD,ME-D1,Stein,green,1.12154994677508,4836,431189,,JJCooley
11/5/2024,Maine 1st CD,ME-D1,West,independent,0.3831266567560861,1652,431189,,JJCooley
11/5/2024,Maine 1st CD,ME-D1,Oliver,libertarian,0.6514544666028123,2809,431189,,JJCooley
11/5/2024,Maine 1st CD,ME-D1,Trump,republican,38.34095953282667,165322,431189,,JJCooley
11/5/2024,Maine 2nd CD,ME-D2,Harris,democratic,44.27370539594123,174225,393518,,JJCooley
11/5/2024,Maine 2nd CD,ME-D2,Stein,green,1.0614508103822442,4177,393518,,JJCooley
11/5/2024,Maine 2nd CD,ME-D2,West,independent,0.3135815896604476,1234,393518,,JJCooley
11/5/2024,Maine 2nd CD,ME-D2,Oliver,libertarian,1.0754272993865592,4232,393518,,JJCooley
11/5/2024,Maine 2nd CD,ME-D2,Trump,republican,53.27583490462953,209650,393518,,JJCooley
11/5/2024,Michigan,MI,Harris,democratic,48.31290850971349,2736533,5664186,,JJCooley
11/5/2024,Michigan,MI,Stein,green,0.7875271045124578,44607,5664186,,JJCooley
11/5/2024,Michigan,MI,West,independent,0.11765150367590331,6664,5664186,,JJCooley
11/5/2024,Michigan,MI,Kennedy,independent,0.4728834822867752,26785,5664186,,JJCooley
11/5/2024,Michigan,MI,Oliver,libertarian,0.3961734307453887,22440,5664186,,JJCooley
11/5/2024,Michigan,MI,Trump,republican,49.72710995013229,2816636,5664186,,JJCooley
11/5/2024,Minnesota,MN,Harris,democratic,50.922548802674925,1656979,3253920,,JJCooley
11/5/2024,Minnesota,MN,Stein,green,0.5001659536804839,16275,3253920,,JJCooley
11/5/2024,Minnesota,MN,West,independent,0.09637606333284163,3136,3253920,,JJCooley
11/5/2024,Minnesota,MN,Kennedy,independent,0.7376026454245956,24001,3253920,,JJCooley
11/5/2024,Minnesota,MN,Oliver,libertarian,0.4657459310616118,15155,3253920,,JJCooley
11/5/2024,Minnesota,MN,Trump,republican,46.683139106062846,1519032,3253920,,JJCooley
11/5/2024,Missouri,MO,Harris,democratic,40.08240168769554,1200599,2995327,,JJCooley
11/5/2024,Missouri,MO,Stein,green,0.5720577419426994,17135,2995327,,JJCooley
11/5/2024,Missouri,MO,Oliver,libertarian,0.7971082956885842,23876,2995327,,JJCooley
11/5/2024,Missouri,MO,Trump,republican,58.49064225708912,1751986,2995327,,JJCooley
11/5/2024,Mississippi,MS,Harris,democratic,38.00203256004847,466668,1228008,,JJCooley
11/5/2024,Mississippi,MS,Stein,green,0.15252343632940502,1873,1228008,,JJCooley
11/5/2024,Mississippi,MS,Kennedy,independent,0.43867792392231975,5387,1228008,,JJCooley
11/5/2024,Mississippi,MS,Oliver,libertarian,0.20651331261685593,2536,1228008,,JJCooley
11/5/2024,Mississippi,MS,Trump,republican,60.89080852893467,747744,1228008,,JJCooley
11/5/2024,Montana,MT,Harris,democratic,38.46106643359543,231906,602963,,JJCooley
11/5/2024,Montana,MT,Stein,green,0.47730955299081373,2878,602963,,JJCooley
11/5/2024,Montana,MT,Kennedy,independent,1.9611485281849799,11825,602963,,JJCooley
11/5/2024,Montana,MT,Oliver,libertarian,0.7089987279484811,4275,602963,,JJCooley
11/5/2024,Montana,MT,Trump,republican,58.3914767572803,352079,602963,,JJCooley
11/5/2024,North Carolina,NC,Harris,democratic,47.64533813078146,2715375,5699141,,JJCooley
11/5/2024,North Carolina,NC,Stein,green,0.43448653051398445,24762,5699141,,JJCooley
11/5/2024,North Carolina,NC,West,independent,0.21229515114646225,12099,5699141,,JJCooley
11/5/2024,North Carolina,NC,Oliver,libertarian,0.3882163996293477,22125,5699141,,JJCooley
11/5/2024,North Carolina,NC,Trump,republican,50.857190583633574,2898423,5699141,,JJCooley
11/5/2024,North Dakota,ND,Harris,democratic,30.510790292132388,112327,368155,,JJCooley
11/5/2024,North Dakota,ND,Oliver,libertarian,1.691407151878964,6227,368155,,JJCooley
11/5/2024,North Dakota,ND,Trump,republican,66.9568524127066,246505,368155,,JJCooley
11/5/2024,Nebraska,NE-AL,Harris,democratic,38.85759235104213,369995,952182,,JJCooley
11/5/2024,Nebraska,NE-AL,Stein,green,0.3031983381328359,2887,952182,,JJCooley
11/5/2024,Nebraska,NE-AL,West,independent,0.32157717747237397,3062,952182,,JJCooley
11/5/2024,Nebraska,NE-AL,Oliver,libertarian,0.6720353881925935,6399,952182,,JJCooley
11/5/2024,Nebraska,NE-AL,Trump,republican,59.31807154514578,564816,952182,,JJCooley
11/5/2024,Nebraska 1st CD,NE-D1,Harris,democratic,42.779238362116466,135869,317605,,JJCooley
11/5/2024,Nebraska 1st CD,NE-D1,Stein,green,0.3176902126855685,1009,317605,,JJCooley
11/5/2024,Nebraska 1st CD,NE-D1,West,independent,0.3302844728514979,1049,317605,,JJCooley
11/5/2024,Nebraska 1st CD,NE-D1,Oliver,libertarian,0.7594338880055415,2412,317605,,JJCooley
11/5/2024,Nebraska 1st CD,NE-D1,Trump,republican,55.81335306434093,177266,317605,,JJCooley
11/5/2024,Nebraska 2nd CD,NE-D2,Harris,democratic,51.659972336432034,163214,315939,,JJCooley
11/5/2024,Nebraska 2nd CD,NE-D2,Stein,green,0.34880150915208313,1102,315939,,JJCooley
11/5/2024,Nebraska 2nd CD,NE-D2,West,independent,0.3573474626431052,1129,315939,,JJCooley
11/5/2024,Nebraska 2nd CD,NE-D2,Oliver,libertarian,0.6327170751315918,1999,315939,,JJCooley
11/5/2024,Nebraska 2nd CD,NE-D2,Trump,republican,47.001161616641184,148495,315939,,JJCooley
11/5/2024,Nebraska 3rd CD,NE-D3,Harris,democratic,22.521878735247274,70282,312061,,JJCooley
11/5/2024,Nebraska 3rd CD,NE-D3,Stein,green,0.24546482899176764,766,312061,,JJCooley
11/5/2024,Nebraska 3rd CD,NE-D3,West,independent,0.28039389734699305,875,312061,,JJCooley
11/5/2024,Nebraska 3rd CD,NE-D3,Oliver,libertarian,0.6338504330884026,1978,312061,,JJCooley
11/5/2024,Nebraska 3rd CD,NE-D3,Trump,republican,76.31841210532556,238160,312061,,JJCooley
11/5/2024,New Hampshire,NH,Harris,democratic,50.65281672837572,418488,826189,,JJCooley
11/5/2024,New Hampshire,NH,Stein,green,0.44541866328406693,3680,826189,,JJCooley
11/5/2024,New Hampshire,NH,Oliver,libertarian,0.5355917350630425,4425,826189,,JJCooley
11/5/2024,New Hampshire,NH,Trump,republican,47.8731864016587,395523,826189,,JJCooley
11/5/2024,New Jersey,NJ,Harris,democratic,51.79216831994672,2220713,4287739,,JJCooley
11/5/2024,New Jersey,NJ,Stein,green,0.9105265035954846,39041,4287739,,JJCooley
11/5/2024,New Jersey,NJ,Kennedy,independent,0.5475846360984192,23479,4287739,,JJCooley
11/5/2024,New Jersey,NJ,Oliver,libertarian,0.24488430848985912,10500,4287739,,JJCooley
11/5/2024,New Jersey,NJ,Trump,republican,45.903330403273145,1968215,4287739,,JJCooley
11/5/2024,New Mexico,NM,Harris,democratic,51.85189998299767,478802,923403,,JJCooley
11/5/2024,New Mexico,NM,Stein,green,0.49934860510524653,4611,923403,,JJCooley
