date,region,state_po,class,special,runoff,offyear,candidate,party,writein,voteshare,candidatevotes,totalvotes,version
11/8/2016,Vermont,VT,3,FALSE,FALSE,FALSE,Ericson,united states marijuana,FALSE,0.0291337204677432,,,20210114
11/8/2016,Vermont,VT,3,FALSE,FALSE,FALSE,Trudell,independent,FALSE,0.0166192029273725,,,20210114
11/8/2016,Vermont,VT,3,FALSE,FALSE,FALSE,Diamondstone,liberty union,FALSE,0.01031262429401,,,20210114
11/8/2016,Vermont,VT,3,FALSE,FALSE,FALSE,Leahy,democrat,FALSE,0.61170312624294,,,20210114
11/8/2016,Washington,WA,3,FALSE,FALSE,FALSE,Vance,republican,FALSE,0.409869895542126,,,20210114
11/8/2016,Washington,WA,3,FALSE,FALSE,FALSE,Murray,democrat,FALSE,0.590130104457874,,,20210114
11/8/2016,Wisconsin,WI,3,FALSE,FALSE,FALSE,Feingold,democrat,FALSE,0.468109949297005,,,20210114
11/8/2016,Wisconsin,WI,3,FALSE,FALSE,FALSE,Anderson,libertarian,FALSE,0.0296841940339962,,,20210114
11/8/2016,Wisconsin,WI,3,FALSE,FALSE,FALSE,Johnson,republican,FALSE,0.501729721260701,,,20210114
11/8/2016,National Popular Vote,NPV,1,FALSE,FALSE,FALSE,Republican,republican,FALSE,0.4216288728,,,20210915
11/8/2016,National Popular Vote,NPV,1,FALSE,FALSE,FALSE,Democratic,democrat,FALSE,0.5297596613,,,20210915
11/8/2016,National Popular Vote,NPV,1,FALSE,FALSE,FALSE,Libertarian,libertarian,FALSE,0.01845954828,,,20210915
12/10/2016,Louisiana,LA,3,FALSE,TRUE,FALSE,Kennedy,republican,FALSE,0.606546102,,,20210325
12/10/2016,Louisiana,LA,3,FALSE,TRUE,FALSE,Campbell,democrat,FALSE,0.393453898,,,20210325
12/12/2017,Alabama,AL,2,TRUE,FALSE,TRUE,Jones,democrat,FALSE,0.4996559701,,,20210325
12/12/2017,Alabama,AL,2,TRUE,FALSE,TRUE,Moore,republican,FALSE,0.4834005576,,,20210325
11/6/2018,Arizona,AZ,1,FALSE,FALSE,FALSE,McSally,republican,FALSE,0.476112985402893,,,20210114
11/6/2018,Arizona,AZ,1,FALSE,FALSE,FALSE,Sinema,democrat,FALSE,0.499557943017429,,,20210114
11/6/2018,Arizona,AZ,1,FALSE,FALSE,FALSE,Green,green,FALSE,0.02409168614122,,,20210114
11/6/2018,California,CA,1,FALSE,FALSE,FALSE,Feinstein,democrat,FALSE,0.541638157447196,,,20210114
11/6/2018,California,CA,1,FALSE,FALSE,FALSE,Leon,democrat,FALSE,0.458361842552804,,,20210114
11/6/2018,Connecticut,CT,1,FALSE,FALSE,FALSE,Murphy,democrat,FALSE,0.567971070923827,,,20210114
11/6/2018,Connecticut,CT,1,FALSE,FALSE,FALSE,Corey,republican,FALSE,0.393496726370742,,,20210114
11/6/2018,Connecticut,CT,1,FALSE,FALSE,FALSE,Murphy,working families,FALSE,0.0273239883476104,,,20210114
11/6/2018,Connecticut,CT,1,FALSE,FALSE,FALSE,Lion,libertarian,FALSE,0.00637276109717055,,,20210114
11/6/2018,Connecticut,CT,1,FALSE,FALSE,FALSE,Russell,green,FALSE,0.00477199965388942,,,20210114
11/6/2018,Delaware,DE,1,FALSE,FALSE,FALSE,Carper,democrat,FALSE,0.599530601888624,,,20210114
11/6/2018,Delaware,DE,1,FALSE,FALSE,FALSE,Arlett,republican,FALSE,0.37818539846439,,,20210114
11/6/2018,Delaware,DE,1,FALSE,FALSE,FALSE,Theodoropoulos,green,FALSE,0.0115005295207837,,,20210114
11/6/2018,Delaware,DE,1,FALSE,FALSE,FALSE,Frost,libertarian,FALSE,0.0107834701262025,,,20210114
11/6/2018,Florida,FL,1,FALSE,FALSE,FALSE,Scott,republican,FALSE,0.50054975546413,,,20210114
11/6/2018,Florida,FL,1,FALSE,FALSE,FALSE,Nelson,democrat,FALSE,0.499324725686981,,,20210114
11/6/2018,Hawaii,HI,1,FALSE,FALSE,FALSE,Hirono,democrat,FALSE,0.711510978470507,,,20210114
11/6/2018,Hawaii,HI,1,FALSE,FALSE,FALSE,Curtis,republican,FALSE,0.288489021529493,,,20210114
11/6/2018,Indiana,IN,1,FALSE,FALSE,FALSE,Braun,republican,FALSE,0.507323997345092,,,20210114
11/6/2018,Indiana,IN,1,FALSE,FALSE,FALSE,Donnelly,democrat,FALSE,0.448422279321728,,,20210114
11/6/2018,Indiana,IN,1,FALSE,FALSE,FALSE,Brenton,libertarian,FALSE,0.0442230560794545,,,20210114
11/6/2018,Maine,ME,1,FALSE,FALSE,FALSE,Brakey,republican,FALSE,0.352299541778253,,,20210114
11/6/2018,Maine,ME,1,FALSE,FALSE,FALSE,King,democrat,FALSE,0.543143303452505,,,20210114
11/6/2018,Maine,ME,1,FALSE,FALSE,FALSE,Ringelstein,democrat,FALSE,0.104456273476574,,,20210114
11/6/2018,Maine,ME,1,FALSE,FALSE,FALSE,Others,na,FALSE,0.000100881292667664,,,20210114
11/6/2018,Maryland,MD,1,FALSE,FALSE,FALSE,Campbell,republican,FALSE,0.303065495769578,,,20210114
11/6/2018,Maryland,MD,1,FALSE,FALSE,FALSE,Cardin,democrat,FALSE,0.648559126114347,,,20210114
11/6/2018,Maryland,MD,1,FALSE,FALSE,FALSE,Vohra,libertarian,FALSE,0.00997569882720427,,,20210114
11/6/2018,Maryland,MD,1,FALSE,FALSE,FALSE,Simon,unaffiliated,FALSE,0.0373774560424438,,,20210114
11/6/2018,Massachusetts,MA,1,FALSE,FALSE,FALSE,Warren,democrat,FALSE,0.603367823012903,,,20210114
11/6/2018,Massachusetts,MA,1,FALSE,FALSE,FALSE,Diehl,republican,FALSE,0.361720519081375,,,20210114
11/6/2018,Massachusetts,MA,1,FALSE,FALSE,FALSE,Ayyadurai,unenrolled,FALSE,0.0338777063193318,,,20210114
11/6/2018,Massachusetts,MA,1,FALSE,FALSE,FALSE,Others,na,FALSE,0.00103395158638981,,,20210114
11/6/2018,Michigan,MI,1,FALSE,FALSE,FALSE,James,republican,FALSE,0.457562898384361,,,20210114
11/6/2018,Michigan,MI,1,FALSE,FALSE,FALSE,Stabenow,democrat,FALSE,0.522618921470918,,,20210114
11/6/2018,Michigan,MI,1,FALSE,FALSE,FALSE,Huffman,us taxpayers,FALSE,0.00643126200802356,,,20210114
11/6/2018,Michigan,MI,1,FALSE,FALSE,FALSE,Squier,green,FALSE,0.00948818237020951,,,20210114
11/6/2018,Michigan,MI,1,FALSE,FALSE,FALSE,Wilhelm,natural law,FALSE,0.00389448774930846,,,20210114
11/6/2018,Minnesota,MN,1,FALSE,FALSE,FALSE,Newberger,republican,FALSE,0.362141247243326,,,20210114
11/6/2018,Minnesota,MN,1,FALSE,FALSE,FALSE,Klobuchar,democrat,FALSE,0.603098565624351,,,20210114
11/6/2018,Minnesota,MN,1,FALSE,FALSE,FALSE,Schuller,legal marijuana now,FALSE,0.025506001627338,,,20210114
11/6/2018,Minnesota,MN,1,FALSE,FALSE,FALSE,Overby,minnesota green,FALSE,0.00889567823529706,,,20210114
11/6/2018,Minnesota,MN,2,TRUE,FALSE,FALSE,Housley,republican,FALSE,0.423512265030402,,,20210114
11/6/2018,Minnesota,MN,2,TRUE,FALSE,FALSE,Smith,democrat,FALSE,0.529706774019501,,,20210114
11/6/2018,Minnesota,MN,2,TRUE,FALSE,FALSE,Wellington,legal marijuana now,FALSE,0.0369543271200407,,,20210114
11/6/2018,Minnesota,MN,2,TRUE,FALSE,FALSE,Trooien,unaffiliated,FALSE,0.0094011029019586,,,20210114
11/6/2018,Mississippi,MS,1,FALSE,FALSE,FALSE,Baria,democrat,FALSE,0.394745864998959,,,20210114
11/6/2018,Mississippi,MS,1,FALSE,FALSE,FALSE,Wicker,republican,FALSE,0.584928675571316,,,20210114
11/6/2018,Mississippi,MS,1,FALSE,FALSE,FALSE,Bedwell,libertarian,FALSE,0.0138654048482453,,,20210114
11/6/2018,Mississippi,MS,1,FALSE,FALSE,FALSE,O'Hara,reform,FALSE,0.00646005458147968,,,20210114
11/6/2018,Mississippi,MS,2,TRUE,FALSE,FALSE,Hyde-Smith,republican,FALSE,0.536332564996452,,,20210114
